,favorite_count,tweet_id,retweet_count,text
1991-02-13 09:00:52.385423360,165,666435652385423360,53,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU"
1991-02-13 09:27:53.139982337,125,666437273139982336,48,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK
1991-02-13 12:15:44.410484738,105,666447344410484736,20,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW
1991-02-13 14:18:34.377183233,521,666454714377183232,208,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua
1991-02-15 19:07:03.164719104,233,666644823164719104,83,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ
1991-02-15 20:24:42.315059201,996,666649482315059200,609,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s
1991-02-16 08:03:38.707132416,190,666691418707132416,47,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF
1991-02-16 10:46:08.228331520,432,666701168228331520,219,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB
1991-02-16 21:22:07.293083650,239,666739327293083648,66,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI
1991-02-17 07:48:28.487630848,353,666776908487630848,175,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH
1991-02-17 09:09:52.255496192,391,666781792255496192,199,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa
1991-02-17 10:21:08.205871104,766,666786068205871104,488,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S
1991-02-17 15:26:04.988780544,244,666804364988780544,94,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK
1991-02-17 19:10:36.334096384,524,666817836334096384,256,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO
1991-02-17 21:39:40.179869698,256,666826780179869696,97,12/10 simply brilliant pup https://t.co/V6ZzG45zzG
1991-02-17 23:56:47.768551424,218,666835007768551424,80,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1
1991-02-18 00:30:28.449972224,828,666837028449972224,560,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h
1991-02-19 17:19:07.667116034,2574,666983947667116032,996,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc
1991-02-19 20:42:12.027977728,247,666996132027977728,96,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk
1991-02-20 01:16:41.033924608,453,667012601033924608,226,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m
1991-02-20 10:01:34.246576128,186,667044094246576128,51,12/10 gimme now https://t.co/QZAnwgnOMB
1991-02-20 15:03:01.243039745,220,667062181243039744,55,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA
1991-02-20 15:58:55.570550784,168,667065535570550784,48,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR
1991-02-20 17:21:22.143944705,84,667070482143944704,14,After much debate this dog is being upgraded to 10/10. I repeat 10/10
1991-02-20 18:14:08.344346624,408,667073648344346624,125,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq
1991-02-20 23:01:33.657276420,339,667090893657276416,129,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr
1991-02-21 07:03:16.878725120,332,667119796878725120,128,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ
1991-02-21 12:11:09.671505920,4670,667138269671505920,2253,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V
1991-02-21 16:02:44.079423490,48357,667152164079423488,17449,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X
1991-02-21 18:17:53.090932737,261,667160273090932736,62,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1
1991-02-21 19:46:30.075940865,2723,667165590075940864,1166,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY
1991-02-21 21:21:00.800061440,224,667171260800061440,91,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY
1991-02-21 22:22:43.120574464,248,667174963120574464,84,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs"
1991-02-21 22:42:44.155375616,616,667176164155375616,469,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN
1991-02-21 23:13:09.038297088,193,667177989038297088,55,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW
1991-02-22 00:33:12.070062081,14510,667182792070062080,6333,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl
1991-02-22 02:11:29.915760640,755,667188689915760640,425,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV
1991-02-22 03:07:46.997374976,391,667192066997374976,109,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6
1991-02-22 05:28:45.029539841,621,667200525029539840,265,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ
1991-02-22 08:37:35.547486208,499,667211855547486208,245,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH
1991-02-24 04:20:27.918143488,373,667369227918143488,167,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1
1991-02-24 11:03:50.834667520,198,667393430834667520,58,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS
1991-02-24 14:22:19.315146752,473,667405339315146752,222,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1
1991-02-24 22:48:09.202614272,308,667435689202614272,85,Ermergerd 12/10 https://t.co/PQni2sjPsm
1991-02-24 23:14:38.097252352,452,667437278097252352,244,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx
1991-02-25 00:57:05.659232256,797,667443425659232256,594,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N
1991-02-25 03:37:03.279554560,319,667453023279554560,91,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa
1991-02-25 04:17:28.082227200,194,667455448082227200,60,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK
1991-02-25 08:29:19.035432960,259,667470559035432960,100,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk
1991-02-25 14:10:09.379606528,540,667491009379606528,232,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y
1991-02-25 15:29:57.102141441,531,667495797102141440,280,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i
1991-02-25 17:24:00.335572993,539,667502640335572992,223,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl
1991-02-25 19:16:04.010450944,6881,667509364010450944,2180,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7
1991-02-25 21:34:02.048163840,374,667517642048163840,196,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0
1991-02-25 23:34:17.454854144,1728,667524857454854144,1140,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm
1991-02-26 01:15:08.589760512,478,667530908589760512,246,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy"
1991-02-26 02:20:15.156183040,832,667534815156183040,553,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV"
1991-02-26 03:28:11.197542400,209,667538891197542400,67,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe"
1991-02-26 04:58:40.556335104,881,667544320556335104,538,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR"
1991-02-26 05:39:01.521195010,338,667546741521195008,128,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb
1991-02-26 06:17:35.577362432,5891,667549055577362432,2340,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx
1991-02-26 06:48:02.905632768,0,667550882905632768,33,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb
1991-02-26 06:48:24.950915073,0,667550904950915072,35,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA"
1991-02-28 06:58:22.356258817,493,667724302356258816,327,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ
1991-02-28 08:03:16.545200128,382,667728196545200128,152,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB
1991-02-28 18:44:35.769573376,449,667766675769573376,224,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe
1991-02-28 20:33:15.014021121,240,667773195014021120,58,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD
1991-02-28 23:07:44.991965184,420,667782464991965184,250,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x
1991-03-01 02:10:09.583771648,713,667793409583771648,336,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O
1991-03-01 04:16:53.445750784,335,667801013445750784,97,OMIGOD 12/10 https://t.co/SVMF4Frf1w
1991-03-01 05:47:34.573760512,1075,667806454573760512,512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75
1991-03-01 13:01:14.953625600,293,667832474953625600,63,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7"
1991-03-01 21:02:20.749471744,246,667861340749471744,79,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba
1991-03-01 22:32:04.293877760,3055,667866724293877760,1062,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X
1991-03-02 00:30:44.930215936,641,667873844930215936,418,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE
1991-03-02 01:52:21.721415682,400,667878741721415680,122,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN
1991-03-02 03:37:24.254572545,838,667885044254572544,505,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd
1991-03-02 04:08:41.285246976,1926,667886921285246976,1124,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1
1991-03-02 08:27:29.697558528,864,667902449697558528,385,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W
1991-03-02 10:57:05.562669056,498,667911425562669056,313,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368
1991-03-02 12:04:13.470232577,214,667915453470232576,58,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN
1991-03-02 14:41:36.115245057,307,667924896115245056,114,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2
1991-03-02 18:04:55.915278337,1296,667937095915278336,818,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq
1991-03-04 18:57:00.489474048,676,668113020489474048,252,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX
1991-03-05 03:05:49.051129856,577,668142349051129856,296,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2
1991-03-05 06:30:35.664932864,508,668154635664932864,326,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI
1991-03-05 11:17:39.951755264,504,668171859951755264,202,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb
1991-03-05 16:31:21.446379520,666,668190681446379520,200,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2
1991-03-05 20:29:24.695683073,564,668204964695683072,200,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK
1991-03-06 01:00:41.640230912,521,668221241640230912,204,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh
1991-03-06 02:21:33.875376128,306,668226093875376128,107,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2
1991-03-06 05:34:04.992782336,6356,668237644992782336,2947,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i
1991-03-06 08:34:32.370458624,1014,668248472370458624,502,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K
1991-03-06 10:45:21.989451776,1335,668256321989451776,639,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd
1991-03-06 14:15:07.921326080,565,668268907921326080,243,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN
1991-03-06 15:44:07.790391296,845,668274247790391296,237,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB
1991-03-06 19:04:39.830867968,519,668286279830867968,142,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc
1991-03-06 20:39:59.406125056,253,668291999406125056,32,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or
1991-03-06 22:08:48.638447616,634,668297328638447616,307,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU
1991-03-08 21:14:59.341221888,902,668466899341221888,532,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m
1991-03-09 00:54:04.826800133,472,668480044826800128,153,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5
1991-03-09 02:03:18.282485761,436,668484198282485760,242,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB
1991-03-09 05:36:39.348633600,421,668496999348633600,136,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2
1991-03-09 08:31:49.523615744,335,668507509523615744,111,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt
1991-03-09 14:26:11.708952576,474,668528771708952576,233,This is GÃ²rdÃ³n. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW
1991-03-09 16:57:17.512433665,256,668537837512433664,78,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba
1991-03-09 18:12:16.805281792,473,668542336805281792,223,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3
1991-03-09 18:52:25.690562560,533,668544745690562560,237,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10 https://t.co/ALNyYuGui7
1991-03-10 01:17:02.092664832,252,668567822092664832,59,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3
1991-03-10 06:43:03.441514497,1702,668587383441514496,1118,Never forget this vine. You will not stop watching for at least 15 minutes. This is the second coveted.. 13/10 https://t.co/roqIxCvEB3
1991-03-10 14:20:19.948453888,623,668614819948453888,325,Here is a horned dog. Much grace. Can jump over moons (dam!). Paws not soft. Bad at barking. 7/10 can still pet tho https://t.co/2Su7gmsnZm
1991-03-10 15:50:35.289837568,209,668620235289837568,45,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx
1991-03-10 16:40:01.287675904,1482,668623201287675904,803,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj
1991-03-10 17:19:37.880875008,398,668625577880875008,140,This is Maks. Maks just noticed something wasn't right. 10/10 https://t.co/0zBycaxyvs
1991-03-10 17:47:58.264475648,326,668627278264475648,118,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo
1991-03-10 18:56:17.374486528,738,668631377374486528,327,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH
1991-03-10 19:30:11.083464705,2885,668633411083464704,1712,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG
1991-03-10 20:24:25.813057536,1069,668636665813057536,505,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg
1991-03-10 21:38:29.086707712,1099,668641109086707712,558,Meet Hanz. He heard some thunder. 10/10 https://t.co/pKJK23j0QZ
1991-03-10 22:19:02.311546881,902,668643542311546880,549,Fascinating dog here. Loves beach. Oddly long nose for dog. Massive ass paws. Hard to cuddle w. 3/10 would still pet https://t.co/IiSdmhkC5N
1991-03-10 22:51:46.898350081,915,668645506898350080,560,Incredibly rare dog here. Good at bipedalism. Rad blue spikes. Ready to dance. 11/10 https://t.co/70X1TIXn38
1991-03-11 01:32:19.528511488,543,668655139528511488,226,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt
1991-03-12 12:03:19.630725120,721,668779399630725120,382,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW
