,tweet_id,rating_numerator,rating_denominator,name,date,time,stage
38,884925521741709313,12.0,10.0,Earl,07-12-2017,00:01,
39,884876753390489601,13.0,10.0,Lola,07-11-2017,20:47,
40,884562892145688576,13.0,10.0,Kevin,07-11-2017,00:00,
41,884441805382717440,14.0,10.0,None,07-10-2017,15:58,
42,884247878851493888,13.0,10.0,None,07-10-2017,03:08,
43,884162670584377345,12.0,10.0,Yogi,07-09-2017,21:29,doggo
44,883838122936631299,12.0,10.0,Noah,07-09-2017,00:00,
45,883482846933004288,5.0,10.0,Bella,07-08-2017,00:28,
46,883360690899218434,13.0,10.0,Grizzwald,07-07-2017,16:22,floofer
47,883117836046086144,13.0,10.0,None,07-07-2017,00:17,
48,882992080364220416,13.0,10.0,Rusty,07-06-2017,15:58,
49,882762694511734784,12.0,10.0,Gus,07-06-2017,00:46,pupper
50,882627270321602560,13.0,10.0,Stanley,07-05-2017,15:48,
51,882268110199369728,13.0,10.0,Alfy,07-04-2017,16:01,
52,882045870035918850,13.0,10.0,Koko,07-04-2017,01:18,
53,881906580714921986,12.0,10.0,Rey,07-03-2017,16:04,
54,881666595344535552,13.0,10.0,Gary,07-03-2017,00:11,pupper
55,881633300179243008,17.0,10.0,None,07-02-2017,21:58,
56,881536004380872706,14.0,10.0,None,07-02-2017,15:32,pupper
57,881268444196462592,12.0,10.0,Elliot,07-01-2017,21:49,
58,880935762899988482,13.0,10.0,Louis,06-30-2017,23:47,
59,880872448815771648,12.0,10.0,None,06-30-2017,19:35,
60,880465832366813184,12.0,10.0,Bella,06-29-2017,16:39,
61,880221127280381952,12.0,10.0,Jesse,06-29-2017,00:27,
62,880095782870896641,11.0,10.0,None,06-28-2017,16:09,
63,879862464715927552,13.0,10.0,Romeo,06-28-2017,00:42,
64,879674319642796034,14.0,10.0,None,06-27-2017,12:14,
65,879492040517615616,12.0,10.0,Bailey,06-27-2017,00:10,
66,879415818425184262,13.0,10.0,Duddles,06-26-2017,19:07,
67,879376492567855104,12.0,10.0,Jack,06-26-2017,16:31,
68,879130579576475649,14.0,10.0,Emmy,06-26-2017,00:13,
69,879050749262655488,11.0,10.0,Steven,06-25-2017,18:56,
70,879008229531029506,13.0,10.0,Beau,06-25-2017,16:07,
71,878776093423087618,13.0,10.0,Snoopy,06-25-2017,00:45,
72,878604707211726852,13.0,10.0,None,06-24-2017,13:24,
73,878404777348136964,13.0,10.0,Shadow,06-24-2017,00:09,
74,878316110768087041,11.0,10.0,Terrance,06-23-2017,18:17,
75,878281511006478336,13.0,10.0,Shadow,06-23-2017,16:00,
76,878057613040115712,14.0,10.0,Emmy,06-23-2017,01:10,
77,877736472329191424,13.0,10.0,Aja,06-22-2017,03:54,
78,877611172832227328,14.0,10.0,None,06-21-2017,19:36,pupper
79,877556246731214848,12.0,10.0,Penny,06-21-2017,15:58,
80,877316821321428993,13.0,10.0,Dante,06-21-2017,00:06,
81,877201837425926144,12.0,10.0,Nelly,06-20-2017,16:29,
82,876838120628539392,12.0,10.0,Ginger,06-19-2017,16:24,pupper
83,876537666061221889,14.0,10.0,None,06-18-2017,20:30,doggo
84,876484053909872640,13.0,10.0,Benedict,06-18-2017,16:57,
85,876120275196170240,13.0,10.0,Venti,06-17-2017,16:52,puppo
86,875747767867523072,13.0,10.0,Goose,06-16-2017,16:11,
87,875144289856114688,13.0,10.0,Nugget,06-15-2017,00:13,
88,875097192612077568,13.0,10.0,None,06-14-2017,21:06,
89,875021211251597312,12.0,10.0,None,06-14-2017,16:04,
90,874680097055178752,12.0,10.0,Cash,06-13-2017,17:29,
91,874434818259525634,12.0,10.0,Coco,06-13-2017,01:14,
92,874296783580663808,13.0,10.0,Jed,06-12-2017,16:06,pupper
93,874057562936811520,12.0,10.0,None,06-12-2017,00:15,
94,874012996292530176,13.0,10.0,Sebastian,06-11-2017,21:18,puppo
95,873697596434513921,14.0,10.0,Walter,06-11-2017,00:25,
96,873580283840344065,13.0,10.0,None,06-10-2017,16:39,
97,873337748698140672,12.0,10.0,Sierra,06-10-2017,00:35,pupper
98,873213775632977920,12.0,10.0,Sierra,06-09-2017,16:22,pupper
99,872967104147763200,12.0,10.0,None,06-09-2017,00:02,doggo
100,872820683541237760,13.0,10.0,None,06-08-2017,14:20,
101,872668790621863937,14.0,10.0,None,06-08-2017,04:17,
102,872620804844003328,13.0,10.0,Monkey,06-08-2017,01:06,
103,872486979161796608,12.0,10.0,None,06-07-2017,16:14,
104,872261713294495745,13.0,10.0,Harry,06-07-2017,01:19,
105,872122724285648897,12.0,10.0,Kody,06-06-2017,16:07,
106,871879754684805121,13.0,10.0,Lassie,06-06-2017,00:01,puppo
107,871762521631449091,12.0,10.0,Rover,06-05-2017,16:15,pupper
108,871515927908634625,12.0,10.0,Napolean,06-04-2017,23:56,doggo
109,871166179821445120,12.0,10.0,Dawn,06-04-2017,00:46,
110,871102520638267392,14.0,10.0,None,06-03-2017,20:33,doggo
111,871032628920680449,13.0,10.0,Boomer,06-03-2017,15:55,
112,870804317367881728,11.0,10.0,None,06-03-2017,00:48,
113,870726314365509632,10.0,10.0,None,06-02-2017,19:38,
114,870656317836468226,13.0,10.0,Cody,06-02-2017,15:00,
115,870374049280663552,13.0,10.0,Zoey,06-01-2017,20:18,
116,870308999962521604,13.0,10.0,Rumble,06-01-2017,16:00,
117,870063196459192321,14.0,10.0,Clifford,05-31-2017,23:43,
118,869988702071779329,12.0,10.0,None,05-31-2017,18:47,
119,869772420881756160,13.0,10.0,Dewey,05-31-2017,04:27,
120,869702957897576449,13.0,10.0,Stanley,05-30-2017,23:51,
121,869596645499047938,12.0,10.0,Scout,05-30-2017,16:49,doggo
122,869227993411051520,13.0,10.0,Gizmo,05-29-2017,16:24,
123,868880397819494401,14.0,10.0,Walter,05-28-2017,17:23,
124,868639477480148993,12.0,10.0,Cooper,05-28-2017,01:26,
125,868622495443632128,13.0,10.0,None,05-28-2017,00:18,
126,868552278524837888,12.0,10.0,Cooper,05-27-2017,19:39,
127,867900495410671616,12.0,10.0,None,05-26-2017,00:29,
128,867774946302451713,13.0,10.0,Harold,05-25-2017,16:10,
129,867421006826221569,12.0,10.0,Shikha,05-24-2017,16:44,puppo
130,867072653475098625,13.0,10.0,None,05-23-2017,17:40,
131,867051520902168576,13.0,10.0,None,05-23-2017,16:16,
132,866816280283807744,13.0,10.0,Jamesy,05-23-2017,00:41,pupper
133,866720684873056260,13.0,10.0,None,05-22-2017,18:21,
134,866686824827068416,12.0,10.0,Lili,05-22-2017,16:06,puppo
135,866450705531457537,13.0,10.0,Jamesy,05-22-2017,00:28,pupper
136,866334964761202691,12.0,10.0,Coco,05-21-2017,16:48,
137,866094527597207552,12.0,10.0,None,05-21-2017,00:53,pupper
138,865718153858494464,13.0,10.0,Boomer,05-19-2017,23:57,
139,865359393868664832,13.0,10.0,Sammy,05-19-2017,00:12,
140,865006731092295680,13.0,10.0,Nelly,05-18-2017,00:50,
141,864873206498414592,14.0,10.0,None,05-17-2017,16:00,
142,864279568663928832,12.0,10.0,Meatball,05-16-2017,00:41,
143,864197398364647424,13.0,10.0,Paisley,05-15-2017,19:14,
144,863907417377173506,13.0,10.0,Albus,05-15-2017,00:02,
145,863553081350529029,13.0,10.0,Neptune,05-14-2017,00:34,
146,863471782782697472,13.0,10.0,Quinn,05-13-2017,19:11,
147,863432100342583297,12.0,10.0,Belle,05-13-2017,16:33,
148,863427515083354112,12.0,10.0,None,05-13-2017,16:15,
149,863079547188785154,14.0,10.0,None,05-12-2017,17:12,
150,863062471531167744,13.0,10.0,Quinn,05-12-2017,16:05,
151,862831371563274240,13.0,10.0,Zooey,05-12-2017,00:46,
152,862722525377298433,11.0,10.0,Dave,05-11-2017,17:34,
153,862457590147678208,13.0,10.0,Jersey,05-11-2017,00:01,
154,862096992088072192,13.0,10.0,None,05-10-2017,00:08,
155,861769973181624320,13.0,10.0,None,05-09-2017,02:29,
156,861383897657036800,13.0,10.0,Hobbes,05-08-2017,00:54,
157,861288531465048066,13.0,10.0,None,05-07-2017,18:36,
158,861005113778896900,12.0,10.0,Burt,05-06-2017,23:49,
159,860981674716409858,13.0,10.0,Lorenzo,05-06-2017,22:16,
160,860924035999428608,13.0,10.0,None,05-06-2017,18:27,
161,860563773140209665,13.0,10.0,Lorenzo,05-05-2017,18:36,
162,860524505164394496,13.0,10.0,Carl,05-05-2017,16:00,
163,860276583193509888,12.0,10.0,Jordy,05-04-2017,23:34,
164,860184849394610176,14.0,10.0,None,05-04-2017,17:30,
165,860177593139703809,10.0,10.0,None,05-04-2017,17:01,
166,859924526012018688,12.0,10.0,Milky,05-04-2017,00:15,
167,859851578198683649,13.0,10.0,Trooper,05-03-2017,19:26,
168,859607811541651456,13.0,10.0,None,05-03-2017,03:17,puppo
169,859196978902773760,12.0,10.0,None,05-02-2017,00:04,
170,859074603037188101,13.0,10.0,None,05-01-2017,15:58,
171,858860390427611136,12.0,10.0,Winston,05-01-2017,01:47,
172,858843525470990336,13.0,10.0,None,05-01-2017,00:40,puppo
173,858471635011153920,13.0,10.0,Sophie,04-30-2017,00:02,
174,858107933456039936,12.0,10.0,Wyatt,04-28-2017,23:57,
175,857989990357356544,12.0,10.0,Rosie,04-28-2017,16:08,
176,857746408056729600,13.0,10.0,Thor,04-28-2017,00:00,
177,857393404942143489,13.0,10.0,None,04-27-2017,00:38,
178,857263160327368704,13.0,10.0,Oscar,04-26-2017,16:00,
179,857214891891077121,12.0,10.0,None,04-26-2017,12:48,
180,857062103051644929,13.0,10.0,None,04-26-2017,02:41,
181,857029823797047296,12.0,10.0,Zeke,04-26-2017,00:33,
182,856602993587888130,13.0,10.0,Luna,04-24-2017,20:17,
183,856543823941562368,12.0,10.0,Callie,04-24-2017,16:22,
184,856526610513747968,14.0,10.0,None,04-24-2017,15:13,
185,856330835276025856,14.0,10.0,None,04-24-2017,02:15,
186,856288084350160898,14.0,10.0,None,04-23-2017,23:26,
187,856282028240666624,14.0,10.0,Cermet,04-23-2017,23:01,
188,855862651834028034,420.0,10.0,None,04-22-2017,19:15,
189,855860136149123072,666.0,10.0,None,04-22-2017,19:05,
190,855857698524602368,13.0,10.0,None,04-22-2017,18:55,
191,855851453814013952,13.0,10.0,None,04-22-2017,18:31,puppo
192,855818117272018944,13.0,10.0,None,04-22-2017,16:18,
193,855459453768019968,12.0,10.0,None,04-21-2017,16:33,
194,855245323840757760,12.0,10.0,George,04-21-2017,02:22,
195,855138241867124737,14.0,10.0,None,04-20-2017,19:16,
196,854732716440526848,12.0,10.0,Marlee,04-19-2017,16:25,
197,854482394044301312,13.0,10.0,Arya,04-18-2017,23:50,
198,854365224396361728,13.0,10.0,Einstein,04-18-2017,16:05,
199,854120357044912130,14.0,10.0,None,04-17-2017,23:52,pupper
200,854010172552949760,11.0,10.0,None,04-17-2017,16:34,doggo
201,853760880890318849,12.0,10.0,Alice,04-17-2017,00:03,
202,853639147608842240,13.0,10.0,None,04-16-2017,16:00,
203,853299958564483072,13.0,10.0,Rumpole,04-15-2017,17:32,
204,852936405516943360,13.0,10.0,None,04-14-2017,17:27,
205,852912242202992640,12.0,10.0,Benny,04-14-2017,15:51,
206,852672615818899456,12.0,10.0,Aspen,04-13-2017,23:59,
207,852553447878664193,13.0,10.0,Jarod,04-13-2017,16:05,
208,852311364735569921,13.0,10.0,Wiggles,04-13-2017,00:03,
209,852226086759018497,14.0,10.0,General,04-12-2017,18:25,
210,852189679701164033,12.0,10.0,Sailor,04-12-2017,16:00,
211,851953902622658560,13.0,10.0,Astrid,04-12-2017,00:23,doggo
212,851861385021730816,10.0,10.0,None,04-11-2017,18:15,
213,851591660324737024,11.0,10.0,None,04-11-2017,00:24,
214,851464819735769094,14.0,10.0,Iggy,04-10-2017,16:00,
215,851224888060895234,13.0,10.0,Snoop,04-10-2017,00:06,
216,850753642995093505,11.0,10.0,Kyle,04-08-2017,16:54,
217,850380195714523136,13.0,10.0,Leo,04-07-2017,16:10,
218,850333567704068097,13.0,10.0,None,04-07-2017,13:04,
219,850145622816686080,11.0,10.0,Riley,04-07-2017,00:38,
220,850019790995546112,12.0,10.0,Boomer,04-06-2017,16:18,pupper
221,849776966551130114,12.0,10.0,None,04-06-2017,00:13,
222,849668094696017920,12.0,10.0,Gidget,04-05-2017,17:00,pupper
223,849412302885593088,12.0,10.0,Noosh,04-05-2017,00:04,
224,849336543269576704,11.0,10.0,None,04-04-2017,19:03,
225,849051919805034497,13.0,10.0,Kevin,04-04-2017,00:12,
226,848690551926992896,12.0,10.0,None,04-03-2017,00:16,
227,848324959059550208,12.0,10.0,Odin,04-02-2017,00:03,
228,848213670039564288,11.0,10.0,None,04-01-2017,16:41,puppo
229,848212111729840128,6.0,10.0,Jerry,04-01-2017,16:35,
230,847978865427394560,11.0,10.0,Charlie,04-01-2017,01:08,
231,847971574464610304,13.0,10.0,None,04-01-2017,00:39,
232,847962785489326080,10.0,10.0,Georgie,04-01-2017,00:04,
233,847842811428974592,12.0,10.0,Rontu,03-31-2017,16:07,
234,847617282490613760,13.0,10.0,None,03-31-2017,01:11,
235,847606175596138505,12.0,10.0,Cannon,03-31-2017,00:27,
236,847251039262605312,12.0,10.0,Furzey,03-30-2017,00:56,
237,847157206088847362,11.0,10.0,Daisy,03-29-2017,18:43,
238,847116187444137987,11.0,10.0,None,03-29-2017,16:00,
239,846874817362120707,13.0,10.0,Tuck,03-29-2017,00:01,
240,846514051647705089,13.0,10.0,Barney,03-28-2017,00:07,doggo
241,846505985330044928,11.0,10.0,None,03-27-2017,23:35,
242,846153765933735936,13.0,10.0,Vixen,03-27-2017,00:15,
243,846139713627017216,13.0,10.0,None,03-26-2017,23:20,
244,846042936437604353,12.0,10.0,Jarvis,03-26-2017,16:55,
245,845812042753855489,13.0,10.0,None,03-26-2017,01:38,
246,845677943972139009,12.0,10.0,None,03-25-2017,16:45,
247,845459076796616705,12.0,10.0,None,03-25-2017,02:15,
248,845397057150107648,13.0,10.0,Mimosa,03-24-2017,22:08,doggo
249,845306882940190720,12.0,10.0,Pickles,03-24-2017,16:10,pupper
250,845098359547420673,12.0,10.0,Bungalo,03-24-2017,02:22,
251,844979544864018432,13.0,10.0,None,03-23-2017,18:29,
252,844973813909606400,12.0,10.0,Brady,03-23-2017,18:07,
253,844704788403113984,13.0,10.0,Luna,03-23-2017,00:18,
254,844580511645339650,11.0,10.0,Charlie,03-22-2017,16:04,
255,844223788422217728,12.0,10.0,Margo,03-21-2017,16:26,
256,843981021012017153,13.0,10.0,None,03-21-2017,00:22,
257,843856843873095681,12.0,10.0,Sadie,03-20-2017,16:08,
258,843604394117681152,11.0,10.0,Hank,03-19-2017,23:25,
259,843235543001513987,13.0,10.0,Tycho,03-18-2017,22:59,
260,842892208864923648,13.0,10.0,Stephan,03-18-2017,00:15,
261,842846295480000512,13.0,10.0,Charlie,03-17-2017,21:13,
262,842765311967449089,12.0,10.0,Indie,03-17-2017,15:51,
263,842535590457499648,13.0,10.0,Winnie,03-17-2017,00:38,
264,842163532590374912,12.0,10.0,George,03-16-2017,00:00,
265,842115215311396866,12.0,10.0,Bentley,03-15-2017,20:48,
266,841833993020538882,13.0,10.0,Ken,03-15-2017,02:10,
267,841680585030541313,12.0,10.0,Penny,03-14-2017,16:01,
268,841439858740625411,14.0,10.0,None,03-14-2017,00:04,doggo
269,841320156043304961,12.0,10.0,None,03-13-2017,16:08,
270,841314665196081154,13.0,10.0,Max,03-13-2017,15:47,
271,841077006473256960,12.0,10.0,Dawn,03-13-2017,00:02,
272,840761248237133825,12.0,10.0,Maddie,03-12-2017,03:07,
273,840728873075638272,12.0,10.0,Pipsy,03-12-2017,00:59,
274,840698636975636481,10.0,10.0,None,03-11-2017,22:59,puppo
275,840696689258311684,10.0,10.0,None,03-11-2017,22:51,
276,840632337062862849,12.0,10.0,Maddie,03-11-2017,18:35,
277,840370681858686976,13.0,10.0,None,03-11-2017,01:15,
278,840268004936019968,12.0,10.0,Monty,03-10-2017,18:27,
279,839990271299457024,13.0,10.0,Sojourner,03-10-2017,00:04,
280,839549326359670784,12.0,10.0,Winston,03-08-2017,18:52,
281,839290600511926273,10.0,10.0,None,03-08-2017,01:44,
282,839239871831150596,13.0,10.0,Odie,03-07-2017,22:22,
283,838952994649550848,13.0,10.0,None,03-07-2017,03:22,
284,838921590096166913,13.0,10.0,Arlo,03-07-2017,01:17,
285,838916489579200512,15.0,10.0,None,03-07-2017,00:57,
286,838831947270979586,13.0,10.0,Riley,03-06-2017,19:21,
287,838561493054533637,13.0,10.0,Walter,03-06-2017,01:26,
288,838476387338051585,13.0,10.0,Stanley,03-05-2017,19:48,
289,838201503651401729,13.0,10.0,Sunny,03-05-2017,01:36,
290,838150277551247360,182.0,10.0,None,03-04-2017,22:12,
291,838085839343206401,15.0,10.0,None,03-04-2017,17:56,
292,838083903487373313,13.0,10.0,Daisy,03-04-2017,17:49,
293,837820167694528512,12.0,10.0,None,03-04-2017,00:21,pupper
294,837482249356513284,13.0,10.0,Waffles,03-03-2017,01:58,
295,837471256429613056,12.0,10.0,Vincent,03-03-2017,01:14,
296,837366284874571778,13.0,10.0,Lucy,03-02-2017,18:17,puppo
297,837110210464448512,13.0,10.0,Clark,03-02-2017,01:20,pupper
298,837012587749474308,14.0,10.0,None,03-01-2017,18:52,
299,836989968035819520,12.0,10.0,Mookie,03-01-2017,17:22,
300,836753516572119041,12.0,10.0,Meera,03-01-2017,01:42,doggo
301,836677758902222849,11.0,10.0,Oliver,02-28-2017,20:41,
302,836648853927522308,11.0,10.0,None,02-28-2017,18:46,doggo
303,836397794269200385,13.0,10.0,Buddy,02-28-2017,02:09,
304,836380477523124226,12.0,10.0,Ava,02-28-2017,01:00,pupper
305,836260088725786625,13.0,10.0,Lucy,02-27-2017,17:01,
306,836001077879255040,13.0,10.0,None,02-26-2017,23:52,
307,835685285446955009,12.0,10.0,Rory,02-26-2017,02:57,
308,835574547218894849,11.0,10.0,Eli,02-25-2017,19:37,
309,835536468978302976,12.0,10.0,Lola,02-25-2017,17:06,
310,835309094223372289,13.0,10.0,None,02-25-2017,02:03,
311,835297930240217089,12.0,10.0,Ash,02-25-2017,01:18,
312,835264098648616962,12.0,10.0,Lola,02-24-2017,23:04,
313,835246439529840640,960.0,0.0,None,02-24-2017,21:54,
314,835172783151792128,12.0,10.0,None,02-24-2017,17:01,
315,835152434251116546,0.0,10.0,None,02-24-2017,15:40,
316,834931633769889797,12.0,10.0,Tucker,02-24-2017,01:03,
317,834786237630337024,13.0,10.0,Tobi,02-23-2017,15:25,
318,834574053763584002,13.0,10.0,None,02-23-2017,01:22,doggo
319,834477809192075265,12.0,10.0,Leo,02-22-2017,18:59,
320,834458053273591808,12.0,10.0,Chester,02-22-2017,17:41,
321,834209720923721728,12.0,10.0,Wilson,02-22-2017,01:14,
322,834167344700198914,11.0,10.0,Sunshine,02-21-2017,22:26,
323,834089966724603904,10.0,10.0,None,02-21-2017,17:18,
324,834086379323871233,12.0,10.0,Lipton,02-21-2017,17:04,
325,833863086058651648,12.0,10.0,Bentley,02-21-2017,02:17,
326,833826103416520705,13.0,10.0,Charlie,02-20-2017,23:50,
327,833732339549220864,12.0,10.0,Gabby,02-20-2017,17:37,
328,833722901757046785,13.0,10.0,Bronte,02-20-2017,17:00,
329,833479644947025920,13.0,10.0,Poppy,02-20-2017,00:53,
330,833124694597443584,12.0,10.0,Gidget,02-19-2017,01:23,pupper
331,832998151111966721,13.0,10.0,Rhino,02-18-2017,17:00,doggo
332,832769181346996225,12.0,10.0,None,02-18-2017,01:50,
333,832757312314028032,13.0,10.0,Willow,02-18-2017,01:03,
334,832682457690300417,13.0,10.0,None,02-17-2017,20:05,
335,832645525019123713,10.0,10.0,None,02-17-2017,17:38,
336,832636094638288896,12.0,10.0,Orion,02-17-2017,17:01,
337,832397543355072512,12.0,10.0,Eevee,02-17-2017,01:13,
338,832369877331693569,11.0,10.0,Charlie,02-16-2017,23:23,
339,832273440279240704,14.0,10.0,Smiley,02-16-2017,17:00,doggo
340,832215909146226688,75.0,10.0,Logan,02-16-2017,13:11,
341,832215726631055365,13.0,10.0,Moreton,02-16-2017,13:11,
342,832088576586297345,11.0,15.0,None,02-16-2017,04:45,
343,832040443403784192,12.0,10.0,Klein,02-16-2017,01:34,
344,832032802820481025,12.0,10.0,Miguel,02-16-2017,01:04,doggo
345,831939777352105988,12.0,10.0,Emanuel,02-15-2017,18:54,doggo
346,831926988323639298,12.0,10.0,None,02-15-2017,18:03,
347,831911600680497154,14.0,10.0,Kuyu,02-15-2017,17:02,
348,831670449226514432,13.0,10.0,Daisy,02-15-2017,01:04,
349,831650051525054464,13.0,10.0,None,02-14-2017,23:43,
350,831552930092285952,13.0,10.0,Dutch,02-14-2017,17:17,
351,831322785565769729,12.0,10.0,Pete,02-14-2017,02:02,doggo
352,831315979191906304,13.0,10.0,None,02-14-2017,01:35,pupper
353,831309418084069378,12.0,10.0,Scooter,02-14-2017,01:09,
354,831262627380748289,12.0,10.0,Tucker,02-13-2017,22:03,
355,830956169170665475,12.0,10.0,Reggie,02-13-2017,01:46,
356,830583320585068544,13.0,10.0,Lilly,02-12-2017,01:04,
357,830173239259324417,12.0,10.0,Kyro,02-10-2017,21:54,
358,830097400375152640,13.0,10.0,Samson,02-10-2017,16:53,
359,829878982036299777,12.0,10.0,Loki,02-10-2017,02:25,doggo
360,829861396166877184,12.0,10.0,Mia,02-10-2017,01:15,
361,829501995190984704,12.0,10.0,Leo,02-09-2017,01:27,
362,829449946868879360,11.0,10.0,None,02-08-2017,22:00,doggo
363,829374341691346946,13.0,10.0,Astrid,02-08-2017,17:00,doggo
364,829141528400556032,12.0,10.0,Malcolm,02-08-2017,01:35,
365,829011960981237760,13.0,10.0,Dexter,02-07-2017,17:00,
366,828801551087042563,12.0,10.0,Gus,02-07-2017,03:04,
367,828770345708580865,13.0,10.0,Alfie,02-07-2017,01:00,
368,828708714936930305,10.0,10.0,Fiona,02-06-2017,20:55,
369,828650029636317184,14.0,10.0,None,02-06-2017,17:02,
370,828409743546925057,12.0,10.0,Mutt,02-06-2017,01:07,
371,828408677031882754,12.0,10.0,Bear,02-06-2017,01:03,
372,828381636999917570,14.0,10.0,Doobert,02-05-2017,23:15,doggo
373,828376505180889089,13.0,10.0,Beebop,02-05-2017,22:55,
374,828372645993398273,12.0,10.0,Alexander,02-05-2017,22:40,
375,828361771580813312,12.0,10.0,None,02-05-2017,21:56,
376,828046555563323392,13.0,10.0,Sailer,02-05-2017,01:04,
377,828011680017821696,11.0,10.0,Brutus,02-04-2017,22:45,
378,827933404142436356,12.0,10.0,Kona,02-04-2017,17:34,pupper
379,827653905312006145,12.0,10.0,Boots,02-03-2017,23:04,
380,827600520311402496,13.0,10.0,Tucker,02-03-2017,19:31,
381,827324948884643840,12.0,10.0,Ralphie,02-03-2017,01:16,
382,827228250799742977,12.0,10.0,Phil,02-02-2017,18:52,
383,827199976799354881,13.0,10.0,Charlie,02-02-2017,17:00,
384,826958653328592898,12.0,10.0,Loki,02-02-2017,01:01,doggo
385,826848821049180160,13.0,10.0,Cupid,02-01-2017,17:44,doggo
386,826615380357632002,10.0,10.0,None,02-01-2017,02:17,
387,826598799820865537,7.0,10.0,None,02-01-2017,01:11,
388,826598365270007810,13.0,10.0,Pawnd,02-01-2017,01:09,
389,826476773533745153,12.0,10.0,Pilot,01-31-2017,17:06,doggo
390,826240494070030336,11.0,10.0,None,01-31-2017,01:27,
391,826204788643753985,13.0,10.0,None,01-30-2017,23:05,doggo
392,826115272272650244,13.0,10.0,Ike,01-30-2017,17:10,
393,825876512159186944,11.0,10.0,Mo,01-30-2017,01:21,
394,825829644528148480,12.0,10.0,Toby,01-29-2017,22:15,
395,825535076884762624,14.0,10.0,None,01-29-2017,02:44,puppo
396,825147591692263424,13.0,10.0,Sweet,01-28-2017,01:04,
397,825120256414846976,12.0,10.0,Pablo,01-27-2017,23:16,puppo
398,825026590719483904,12.0,10.0,Pablo,01-27-2017,17:04,puppo
399,824796380199809024,11.0,10.0,Bailey,01-27-2017,01:49,
400,824775126675836928,12.0,10.0,Scooter,01-27-2017,00:24,
401,824663926340194305,13.0,10.0,Wilson,01-26-2017,17:02,
402,824325613288833024,13.0,10.0,None,01-25-2017,18:38,pupper
403,824297048279236611,11.0,10.0,Nala,01-25-2017,16:45,
404,824025158776213504,14.0,10.0,None,01-24-2017,22:44,
405,823939628516474880,12.0,10.0,Cash,01-24-2017,17:04,
406,823719002937630720,12.0,10.0,Balto,01-24-2017,02:28,
407,823699002998870016,12.0,10.0,Winston,01-24-2017,01:08,
408,823581115634085888,11.0,10.0,Crawford,01-23-2017,17:20,
409,823333489516937216,13.0,10.0,None,01-23-2017,00:56,
410,823322678127919110,11.0,10.0,Wyatt,01-23-2017,00:13,
411,823269594223824897,11.0,10.0,None,01-22-2017,20:42,
412,822975315408461824,12.0,10.0,Albus,01-22-2017,01:12,
413,822872901745569793,13.0,10.0,None,01-21-2017,18:26,puppo
414,822859134160621569,12.0,10.0,Hobbes,01-21-2017,17:31,
415,822647212903690241,13.0,10.0,Paisley,01-21-2017,03:29,
416,822610361945911296,12.0,10.0,None,01-21-2017,01:02,
